ercot_name,canonical_name,occurrences,suggested_substation,suggested_confidence,suggested_method
GRISSOM_AG1,GRISSOM AG1,1,Grissom Road Substation,0.513,hybrid_fuzzy
KING_KINGNW,KING KINGNW,1,King Substation,0.513,hybrid_fuzzy
KING_KINGSE,KING KINGSE,1,King Substation,0.513,hybrid_fuzzy
EB1_DAVIS,EB1 DAVIS,1,Ben Davis Substation,0.511,hybrid_fuzzy
EB2_DAVIS,EB2 DAVIS,1,Ben Davis Substation,0.511,hybrid_fuzzy
RIVER_SD_L_A,RIVER SD,1,River Oaks Substation,0.511,hybrid_fuzzy
R_NUECES_B_3,NUECES 3,1,Nueces Bay Substation,0.511,hybrid_fuzzy
WHITE_PT_K,WHITE PT,1,White City Substation,0.511,hybrid_fuzzy
EL_TR1,EL TR1,1,El Toro Substation,0.508,hybrid_fuzzy
EXN_4,EXN 4,1,Exelon Wind 4 Substation,0.508,hybrid_fuzzy
USAA_H0,USAA H0,1,Usaa #1 Substation,0.508,hybrid_fuzzy
BRISCOE_5,BRISCOE 5,1,Briscoe Wind Farm Substation,0.505,hybrid_fuzzy
BROOKS_KF,BROOKS KF,1,Brooks Field Substation,0.505,hybrid_fuzzy
COTTON_EB1,COTTON EB1,1,Cotton Belt Substation,0.505,hybrid_fuzzy
EULESS_8O,EULESS 8O,1,Euless South Substation,0.505,hybrid_fuzzy
EULESS_S_8U,EULESS 8U,1,Euless South Substation,0.505,hybrid_fuzzy
STONEY_RX,STONEY RX,1,Stoney Ridge Substation,0.505,hybrid_fuzzy
STONEY_RY,STONEY RY,1,Stoney Ridge Substation,0.505,hybrid_fuzzy
STONEY_RZ,STONEY RZ,1,Stoney Ridge Substation,0.505,hybrid_fuzzy
TURTLE_KV,TURTLE KV,1,Turtle Creek Substation,0.505,hybrid_fuzzy
VALLEY_AG1,VALLEY AG1,1,Valley Road Substation,0.505,hybrid_fuzzy
VALLEY_AG2,VALLEY AG2,1,Valley Road Substation,0.505,hybrid_fuzzy
WALZEM_AG1,WALZEM AG1,1,Walzem Road Substation,0.505,hybrid_fuzzy
BRISCOE_LFL2,BRISCOE LFL2,1,Briscoe Wind Farm Substation,0.5,hybrid_fuzzy
CHAMPION_8X,CHAMPION 8X,1,Champion Wind Farm Substation,0.5,hybrid_fuzzy
CHAMPION_8Y,CHAMPION 8Y,1,Champion Wind Farm Substation,0.5,hybrid_fuzzy
DC_ROAD_L_B,DC ROAD,1,Beck Road Substation,0.5,hybrid_fuzzy
DC_ROAD_R_B,DC ROAD,1,Beck Road Substation,0.5,hybrid_fuzzy
EB1_BATTERY,EB1 BATTERY,1,Tesla Battery Substation,0.5,hybrid_fuzzy
RANKIN4_EAST,RANKIN4 EAST,1,East Substation,0.5,hybrid_fuzzy
CARRIZO_ESR1,CARRIZO ESR1,1,Carrizo Springs Substation,0.496,hybrid_fuzzy
AIR_LIQC_L_A,AIR LIQC,1,Bimont Substation,0.495,hybrid_fuzzy
ENCINO_2,ENCINO 2,1,Encino Park Substation,0.495,hybrid_fuzzy
GRAHAM_9,GRAHAM 9,1,Graham Road Substation,0.495,hybrid_fuzzy
LOMA_ALT_AG1,LOMA ALT AG1,1,Loma Alta Substation,0.493,hybrid_fuzzy
COTTON_L152,COTTON L152,1,Cotton Belt Substation,0.491,hybrid_fuzzy
PANDA_T1_CC1,PANDA T1,1,Panda Temple 1 Substation,0.491,hybrid_fuzzy
PANDA_T1_CT1,PANDA T1,1,Panda Temple 1 Substation,0.491,hybrid_fuzzy
PANDA_T1_CT2,PANDA T1,1,Panda Temple 1 Substation,0.491,hybrid_fuzzy
PANDA_T1_ST1,PANDA T1,1,Panda Temple 1 Substation,0.491,hybrid_fuzzy
PANDA_T2_CC1,PANDA T2,1,Panda Temple 2 Substation,0.491,hybrid_fuzzy
PANDA_T2_CT1,PANDA T2,1,Panda Temple 2 Substation,0.491,hybrid_fuzzy
PANDA_T2_CT2,PANDA T2,1,Panda Temple 2 Substation,0.491,hybrid_fuzzy
PANDA_T2_ST1,PANDA T2,1,Panda Temple 2 Substation,0.491,hybrid_fuzzy
PSA_1,PSA 1,1,Usaa #1 Substation,0.491,hybrid_fuzzy
PSA_2,PSA 2,1,Usaa #2 Substation,0.491,hybrid_fuzzy
SWEETWN3_3,SWEETWN3 3,1,Sweetwater Wind 3 Substation,0.491,hybrid_fuzzy
SWEETWND_1,SWEETWND 1,1,Sweetwater Wind 1 Substation,0.491,hybrid_fuzzy
CALLAHAN_E_1,CALLAHAN 1,1,Callahan Divide Wind Substation,0.488,hybrid_fuzzy
CHAMPION_595,CHAMPION 595,1,Champion Wind Farm Substation,0.488,hybrid_fuzzy
NAVARRO_BUS1,NAVARRO BUS1,1,Navarro Mills Substation,0.488,hybrid_fuzzy
NAVARRO_BUS2,NAVARRO BUS2,1,Navarro Mills Substation,0.488,hybrid_fuzzy
ST_HEDWG_AA,SAINT HEDWG AA,1,Saint Hedwig Substation,0.488,hybrid_fuzzy
ST_HEDWG_BB,SAINT HEDWG BB,1,Saint Hedwig Substation,0.488,hybrid_fuzzy
WESTOVER_8W,WESTOVER 8W,1,Westover Hills Substation,0.488,hybrid_fuzzy
EL_RAYO_ALL,EL RAYO,1,El Toro Substation,0.486,hybrid_fuzzy
CLAYTN_1,CLAYTN 1,1,Clifton 1 Substation,0.482,hybrid_fuzzy
FIVE_EB,FIVE EB,1,Five Wells Substation,0.482,hybrid_fuzzy
FT_KV,FORT KV,1,Fort Davis Substation,0.482,hybrid_fuzzy
FT_KW,FORT KW,1,Fort Brown Substation,0.482,hybrid_fuzzy
PINN_LD1,PINN LD1,1,Pinn Road Substation,0.482,hybrid_fuzzy
PINN_LD2,PINN LD2,1,Pinn Road Substation,0.482,hybrid_fuzzy
PINN_LD3,PINN LD3,1,Pinn Road Substation,0.482,hybrid_fuzzy
RIO_RICO_L_A,RIO RICO,1,Rio Pecos Substation,0.482,hybrid_fuzzy
RIO_RICO_L_B,RIO RICO,1,Rio Pecos Substation,0.482,hybrid_fuzzy
ROCK_ATL_L_A,ROCK ATL,1,Rock Hill Substation,0.482,hybrid_fuzzy
R_COLETO_1,COLETO 1,1,Clifton 1 Substation,0.482,hybrid_fuzzy
SODA_LD1,SODA LD1,1,Soda Lake Substation,0.482,hybrid_fuzzy
SODA_LN1,SODA LN1,1,Soda Lake Substation,0.482,hybrid_fuzzy
CAGNON_EE,CAGNON EE,1,Cagnon Road Substation,0.48,hybrid_fuzzy
EAGLE___138A,EAGLE 138A,1,Eagle Lake Substation,0.48,hybrid_fuzzy
ED_BLUEX,ED BLUEX,1,Ed Bluestein Substation,0.48,hybrid_fuzzy
ED_BLUEY,ED BLUEY,1,Ed Bluestein Substation,0.48,hybrid_fuzzy
ED_BLUEZ,ED BLUEZ,1,Ed Bluestein Substation,0.48,hybrid_fuzzy
EULESS_8,EULESS 8,1,Euless South Substation,0.48,hybrid_fuzzy
GOODLAND_1,GOODLAND 1,1,Woodward Wind 1 Substation,0.48,hybrid_fuzzy
GOODLAND_2,GOODLAND 2,1,Woodward Wind 2 Substation,0.48,hybrid_fuzzy
GRAHAM_9S,GRAHAM 9S,1,Graham Road Substation,0.48,hybrid_fuzzy
GRAHAM_9T,GRAHAM 9T,1,Graham Road Substation,0.48,hybrid_fuzzy
HILLCITY_2,HILLCITY 2,1,Phillips #2 Substation,0.48,hybrid_fuzzy
KARNES_LD,KARNES LD,1,Karnes City Substation,0.48,hybrid_fuzzy
MINES_LD02,MINES LD02,1,Mines Road Substation,0.48,hybrid_fuzzy
SIXTH_EB,SIXTH EB,1,Sixth Street Substation,0.48,hybrid_fuzzy
ST_KE,SAINT KE,1,Saint Hedwig Substation,0.48,hybrid_fuzzy
ST_KW,SAINT KW,1,Saint Hedwig Substation,0.48,hybrid_fuzzy
VON_ROSE,VON ROSE,1,Arthur Von Rosenberg Switchyard,0.48,hybrid_fuzzy
ALAMO_ST_RN,ALAMO SAINT,1,Alamo Cement Substation,0.478,hybrid_fuzzy
BEEVILLES_1,BEEVILLES 1,1,Gatesville #1 Substation,0.478,hybrid_fuzzy
CRYSTAL_LD1,CRYSTAL LD1,1,Crystal City Substation,0.478,hybrid_fuzzy
CRYSTAL_LD2,CRYSTAL LD2,1,Crystal City Substation,0.478,hybrid_fuzzy
DRESDEN_KA,DRESDEN KA,1,Dresden Drive Substation,0.478,hybrid_fuzzy
SIXTH_ST_L_A,SIXTH SAINT,1,Sixth Street Substation,0.478,hybrid_fuzzy
SIXTH_ST_L_B,SIXTH SAINT,1,Sixth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_A,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_B,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_C,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_D,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_E,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_F,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_G,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
TENTH_ST_H,TENTH SAINT,1,Tenth Street Substation,0.478,hybrid_fuzzy
LOMA_ALT_KY,LOMA ALT KY,1,Loma Alta Substation,0.47,hybrid_fuzzy
LON_HILL1_LN,LON HILL1 LN,1,Lon Hill Substation,0.47,hybrid_fuzzy
AMOCOOIL_E_1,AMOCOOIL 1,1,Mccook 1 Substation,0.467,hybrid_fuzzy
AMOCOOIL_E_2,AMOCOOIL 2,1,Mccook 2 Substation,0.467,hybrid_fuzzy
BL_BROWN_L_A,BL BROWN,1,Fort Brown Substation,0.467,hybrid_fuzzy
BRDSW_1,BRDSW 1,1,Brazos Wind 1 Substation,0.467,hybrid_fuzzy
BRDSW_2,BRDSW 2,1,Brazos Wind 2 Substation,0.467,hybrid_fuzzy
BUS1_1,BUS1 1,1,Usaa #1 Substation,0.467,hybrid_fuzzy
BUS2_1,BUS2 1,1,Usaa #1 Substation,0.467,hybrid_fuzzy
CLAYTN_2,CLAYTN 2,1,Cliffton 2 Substation,0.467,hybrid_fuzzy
CV_KA,CV KA,1,Cv Lusk Substation,0.467,hybrid_fuzzy
CV_KO,CV KO,1,Cv Lusk Substation,0.467,hybrid_fuzzy
CV_KZ,CV KZ,1,Cv Lusk Substation,0.467,hybrid_fuzzy
DOW_E_1,DOW 1,1,Kiowa 1 Sub,0.467,hybrid_fuzzy
DOW_E_2,DOW 2,1,Kiowa 2 Sub,0.467,hybrid_fuzzy
EB_DANSBY_LN,EB DANSBY LN,1,Dansby Substation,0.467,hybrid_fuzzy
ET_1,ET 1,1,Kermit #1 Substation,0.467,hybrid_fuzzy
EULESS_8P,EULESS 8P,1,Euless South Substation,0.467,hybrid_fuzzy
EULESS_8Q,EULESS 8Q,1,Euless South Substation,0.467,hybrid_fuzzy
EULESS_8R,EULESS 8R,1,Euless South Substation,0.467,hybrid_fuzzy
EULESS_8Y,EULESS 8Y,1,Euless South Substation,0.467,hybrid_fuzzy
EULESS_8Z,EULESS 8Z,1,Euless South Substation,0.467,hybrid_fuzzy
EULESS_S_8V,EULESS 8V,1,Euless South Substation,0.467,hybrid_fuzzy
EULESS_S_8Z,EULESS 8Z,1,Euless South Substation,0.467,hybrid_fuzzy
FIVE_LD1,FIVE LD1,1,Five Wells Substation,0.467,hybrid_fuzzy
FIVE_LD2,FIVE LD2,1,Five Wells Substation,0.467,hybrid_fuzzy
FT_138C,FORT 138C,1,Fort Cobb,0.467,hybrid_fuzzy
FT_KK,FORT KK,1,Fort Sam Substation,0.467,hybrid_fuzzy
FT_KZ,FORT KZ,1,Fort Sam Substation,0.467,hybrid_fuzzy
GRISSOM_L145,GRISSOM L145,1,Grissom Road Substation,0.467,hybrid_fuzzy
GRISSOM_L215,GRISSOM L215,1,Grissom Road Substation,0.467,hybrid_fuzzy
GRISSOM_L605,GRISSOM L605,1,Grissom Road Substation,0.467,hybrid_fuzzy
GRISSOM_LS12,GRISSOM LS12,1,Grissom Road Substation,0.467,hybrid_fuzzy
HAYSEN_E_2,HAYSEN 2,1,Hagerman #2 Substation,0.467,hybrid_fuzzy
KOCH_UPG1,KOCH UPG1,1,Koch Upriver Substation,0.467,hybrid_fuzzy
LN_HAMILTON,LN HAMILTON,1,Hamilton Road Substation,0.467,hybrid_fuzzy
L_WESER_9_1Y,WESER 9 1Y,1,Weser Substation,0.467,hybrid_fuzzy
L_WESER_9_2Y,WESER 9 2Y,1,Weser Substation,0.467,hybrid_fuzzy
NUECES__0002,NUECES 0002,1,Nueces Bay Substation,0.467,hybrid_fuzzy
NUECES__0003,NUECES 0003,1,Nueces Bay Substation,0.467,hybrid_fuzzy
NUECES__0004,NUECES 0004,1,Nueces Bay Substation,0.467,hybrid_fuzzy
NUECES__0005,NUECES 0005,1,Nueces Bay Substation,0.467,hybrid_fuzzy
NUECES__3417,NUECES 3417,1,Nueces Bay Substation,0.467,hybrid_fuzzy
NUECES__3418,NUECES 3418,1,Nueces Bay Substation,0.467,hybrid_fuzzy
NUECES__L189,NUECES L189,1,Nueces Bay Substation,0.467,hybrid_fuzzy
OXY_EB,OXY EB,1,Oxy Petro Substation,0.467,hybrid_fuzzy
OXY_EQ,OXY EQ,1,Oxy Petro Substation,0.467,hybrid_fuzzy
OXY_PUN1,OXY PUN1,1,Oxy Tap Substation,0.467,hybrid_fuzzy
OXY_PUN2,OXY PUN2,1,Oxy Tap Substation,0.467,hybrid_fuzzy
PC_NORTH_1,PC NORTH 1,1,North Substation,0.467,hybrid_fuzzy
PC_SOUTH_3,PC SOUTH 3,1,South Substation,0.467,hybrid_fuzzy
RED_TR1,RED TR1,1,Red Rock Substation,0.467,hybrid_fuzzy
RED_TR2,RED TR2,1,Red Rock Substation,0.467,hybrid_fuzzy
RED_TR3,RED TR3,1,Red Rock Substation,0.467,hybrid_fuzzy
ROCK_A_ROCKS,ROCK ROCKS,1,Red Rock Substation,0.467,hybrid_fuzzy
R_STEAM_2,STEAM 2,1,Strata #2 Substation,0.467,hybrid_fuzzy
R_TUTTLE_1,TUTTLE 1,1,Tuttle Conoco,0.467,hybrid_fuzzy
R_VICTORIA_2,VICTORIA 2,1,North Victoria Substation,0.467,hybrid_fuzzy
R_VICTORIA_3,VICTORIA 3,1,North Victoria Substation,0.467,hybrid_fuzzy
SALV_1,SALV 1,1,Usaa #1 Substation,0.467,hybrid_fuzzy
SALV_2,SALV 2,1,Usaa #2 Substation,0.467,hybrid_fuzzy
SA_KG,SAN KG,1,San Diego Substation,0.467,hybrid_fuzzy
TAYLOR_W1_8X,TAYLOR W1 8X,1,Taylor Substation,0.467,hybrid_fuzzy
TEMPT_1,TEMPT 1,1,Kermit #1 Substation,0.467,hybrid_fuzzy
TR_2,TR 2,1,Strata #2 Substation,0.467,hybrid_fuzzy
WAL_BESS_1,WAL 1,1,Kiowa 1 Sub,0.467,hybrid_fuzzy
WAP_1,WAP 1,1,Kiowa 1 Sub,0.467,hybrid_fuzzy
WAP_2,WAP 2,1,Kiowa 2 Sub,0.467,hybrid_fuzzy
WAP_E_1,WAP 1,1,Kiowa 1 Sub,0.467,hybrid_fuzzy
WAP_E_2,WAP 2,1,Kiowa 2 Sub,0.467,hybrid_fuzzy
WOOD_LD01,WOOD LD01,1,Wood Draw Substation,0.467,hybrid_fuzzy
_AZ_E_1,AZ 1,1,Brazos Wind 1 Substation,0.467,hybrid_fuzzy
9_EB,9 EB,1,#9,0.46,hybrid_fuzzy
EB_9,EB 9,1,#9,0.46,hybrid_fuzzy
TN_9,TN 9,1,#9,0.46,hybrid_fuzzy
BRAUNIG_KH,BRAUNIG KH,1,Braunig Switchyard,0.457,hybrid_fuzzy
SHAFR_SHARPE,SHAFR SHARPE,1,Nelson Sharpe Substation,0.456,hybrid_fuzzy
BALL_PARK_B,BALL PARK,1,Triangle Park Substation,0.455,hybrid_fuzzy
BALL_PARK_C,BALL PARK,1,Triangle Park Substation,0.455,hybrid_fuzzy
BUFF_GAP_ALL,BUFF GAP,1,Buffalo Gap 2 Substation,0.455,hybrid_fuzzy
CASL_GAP_01,CASL GAP 01,1,Castle Gap Substation,0.455,hybrid_fuzzy
COTTON_PAP2,COTTON PAP2,1,Cotton Belt Substation,0.455,hybrid_fuzzy
EAGLE_HY_E_1,EAGLE HY 1,1,Eagle Hydro Substation,0.455,hybrid_fuzzy
FIVE_PTS_1,FIVE PTS 1,1,Five Points Substation,0.455,hybrid_fuzzy
SCURRY_9,SCURRY 9,1,Scurry Chevron Substation,0.455,hybrid_fuzzy
SENATEWD_1,SENATEWD 1,1,Sweetwater Wind 1 Substation,0.455,hybrid_fuzzy
WHITE_PT0015,WHITE PT0015,1,White City Substation,0.455,hybrid_fuzzy
WHITE_PT3547,WHITE PT3547,1,White City Substation,0.455,hybrid_fuzzy
WHITE_PTL380,WHITE PTL380,1,White City Substation,0.455,hybrid_fuzzy
BLUE_UN1,BLUE UN1,1,Blue Summit Wind Substation,0.453,hybrid_fuzzy
BLUE_UN2,BLUE UN2,1,Blue Summit Wind Substation,0.453,hybrid_fuzzy
EB_MINE,EB MINE,1,Shafter Mine Substation,0.453,hybrid_fuzzy
FIVE_UN1,FIVE UN1,1,Five Points Substation,0.453,hybrid_fuzzy
FIVE_UN2,FIVE UN2,1,Five Points Substation,0.453,hybrid_fuzzy
FT_138G,FORT 138G,1,Fort Gates Substation,0.453,hybrid_fuzzy
GALLO_1,GALLO 1,1,Gatesville #1 Substation,0.453,hybrid_fuzzy
HAYSEN1_2,HAYSEN1 2,1,Hagerman #2 Substation,0.453,hybrid_fuzzy
HAYSEN_E_1,HAYSEN 1,1,Harlingen #1 Substation,0.453,hybrid_fuzzy
HOLLIDAY_9,HOLLIDAY 9,1,Highway 9 Substation,0.453,hybrid_fuzzy
OATES_B_2,OATES 2,1,Gatesville #2 Substation,0.453,hybrid_fuzzy
OLINGR_1,OLINGR 1,1,Harlingen #1 Substation,0.453,hybrid_fuzzy
OXY_INGL_L_C,OXY INGL,1,Oxy Cogdell Substation,0.453,hybrid_fuzzy
OXY_INGL_L_F,OXY INGL,1,Oxy Cogdell Substation,0.453,hybrid_fuzzy
OXY_INGL_L_G,OXY INGL,1,Oxy Cogdell Substation,0.453,hybrid_fuzzy
OXY_INGL_L_H,OXY INGL,1,Oxy Cogdell Substation,0.453,hybrid_fuzzy
OXY_INGL_L_I,OXY INGL,1,Oxy Cogdell Substation,0.453,hybrid_fuzzy
R_INKSDA_1,INKSDA 1,1,Kingsland 1 Substation,0.453,hybrid_fuzzy
R_OLINGR_1,OLINGR 1,1,Harlingen #1 Substation,0.453,hybrid_fuzzy
SA_HILND_L_A,SAN HILND,1,San Andres Substation,0.453,hybrid_fuzzy
SCLPCOGN_E_1,SCLPCOGN 1,1,Clifton 1 Substation,0.453,hybrid_fuzzy
S_LCOGEN_1,LCOGEN 1,1,Harlingen #1 Substation,0.453,hybrid_fuzzy
TNHILL_CO_1,TNHILL CO 1,1,Newell Salvage Co. #1 Substation,0.453,hybrid_fuzzy
WL_RANCH_RN,WL RANCH,1,Baker Ranch Substation,0.453,hybrid_fuzzy
AGUAYO_1,AGUAYO 1,1,Navajo #1 Substation,0.45,hybrid_fuzzy
AMO_AMOCO_1,AMO AMOCO 1,1,Amoco Substation,0.45,hybrid_fuzzy
AMO_AMOCO_2,AMO AMOCO 2,1,Amoco Substation,0.45,hybrid_fuzzy
AMO_AMOCO_5,AMO AMOCO 5,1,Amoco Substation,0.45,hybrid_fuzzy
BEE_TR1,BEE TR1,1,Bee Creek Substation,0.45,hybrid_fuzzy
BEN_138B,BEN 138B,1,Ben Bolt Substation,0.45,hybrid_fuzzy
BEN_LD02,BEN LD02,1,Ben Bolt Substation,0.45,hybrid_fuzzy
BOND_KV,BOND KV,1,Bond Road,0.45,hybrid_fuzzy
BURORC_1,BURORC 1,1,Brazos Wind 1 Substation,0.45,hybrid_fuzzy
BURORC_2,BURORC 2,1,Brazos Wind 2 Substation,0.45,hybrid_fuzzy
B_DAVIS_3,DAVIS 3,1,Ben Davis Substation,0.45,hybrid_fuzzy
B_DAVIS_4,DAVIS 4,1,Ben Davis Substation,0.45,hybrid_fuzzy
CORONA_E_1,CORONA 1,1,Mccook 1 Substation,0.45,hybrid_fuzzy
COSDN_1,COSDN 1,1,Clifton 1 Substation,0.45,hybrid_fuzzy
DECKER_1,DECKER 1,1,Kermit #1 Substation,0.45,hybrid_fuzzy
DECKER_2,DECKER 2,1,Kermit #2 Substation,0.45,hybrid_fuzzy
DECKER_E_1,DECKER 1,1,Kermit #1 Substation,0.45,hybrid_fuzzy
DECKER_E_2,DECKER 2,1,Kermit #2 Substation,0.45,hybrid_fuzzy
HONEY_GR_9Y,HONEY GR 9Y,1,Honey Substation,0.45,hybrid_fuzzy
ITALY_9,ITALY 9,1,Highway 9 Substation,0.45,hybrid_fuzzy
LGE_E_1,LGE 1,1,Harlingen #1 Substation,0.45,hybrid_fuzzy
LN_SR_SOUTH,LN SR SOUTH,1,South Substation,0.45,hybrid_fuzzy
MAIN_2,MAIN 2,1,Hagerman #2 Substation,0.45,hybrid_fuzzy
OLD_UN1,OLD UN1,1,Old Ocean Substation,0.45,hybrid_fuzzy
OLD_UN2,OLD UN2,1,Old Ocean Substation,0.45,hybrid_fuzzy
PARIS_KC_8Y,PARIS KC 8Y,1,Paris Substation,0.45,hybrid_fuzzy
PARIS_SW1_5,PARIS SW1 5,1,Paris Substation,0.45,hybrid_fuzzy
PC_NORTH_KP,PC NORTH KP,1,North Substation,0.45,hybrid_fuzzy
PC_NORTH_KZ,PC NORTH KZ,1,North Substation,0.45,hybrid_fuzzy
RIO_BRAV_L_A,RIO BRAV,1,Rio Lago,0.45,hybrid_fuzzy
RIO_BRAV_L_B,RIO BRAV,1,Rio Lago,0.45,hybrid_fuzzy
RIO_GRAN_L_A,RIO GRAN,1,Rio Lago,0.45,hybrid_fuzzy
RIO_GRAN_L_B,RIO GRAN,1,Rio Lago,0.45,hybrid_fuzzy
RIO_GRAN_V_A,RIO GRAN,1,Rio Lago,0.45,hybrid_fuzzy
RIO_GRAN_V_C,RIO GRAN,1,Rio Lago,0.45,hybrid_fuzzy
R_B_DAVIS_1,DAVIS 1,1,Ben Davis Substation,0.45,hybrid_fuzzy
R_B_DAVIS_2,DAVIS 2,1,Ben Davis Substation,0.45,hybrid_fuzzy
R_SILASRAY_1,SILASRAY 1,1,Usaa #1 Substation,0.45,hybrid_fuzzy
R_SILASRAY_2,SILASRAY 2,1,Usaa #2 Substation,0.45,hybrid_fuzzy
SAN_138A,SAN 138A,1,San Saba Substation,0.45,hybrid_fuzzy
SAN_138B,SAN 138B,1,San Saba Substation,0.45,hybrid_fuzzy
SUNVAS_1,SUNVAS 1,1,Navajo #1 Substation,0.45,hybrid_fuzzy
SUNVAS_2,SUNVAS 2,1,Navajo #2 Substation,0.45,hybrid_fuzzy
BCK_1,BCK 1,1,Mccook 1 Substation,0.446,hybrid_fuzzy
BSF_E_1,BSF 1,1,Brazos Wind 1 Substation,0.446,hybrid_fuzzy
CAPITOL_0060,CAPITOL 0060,1,Capitol Cement Substation,0.446,hybrid_fuzzy
DECKER_GT,DECKER GT,1,Decker Switchyard,0.446,hybrid_fuzzy
ELK_1,ELK 1,1,Elk City Substation,0.446,hybrid_fuzzy
ELK_2,ELK 2,1,Elk City Substation,0.446,hybrid_fuzzy
ELK_3,ELK 3,1,Elk City Substation,0.446,hybrid_fuzzy
GIBCRK_4,GIBCRK 4,1,Imc #4 Substation,0.446,hybrid_fuzzy
GIGA_BESS_1,GIGA 1,1,Kiowa 1 Sub,0.446,hybrid_fuzzy
ISSUE_20,ISSUE 20,1,Ih 20 Substation,0.446,hybrid_fuzzy
KING_NE_2,KING NE 2,1,King Substation,0.446,hybrid_fuzzy
KING_NW_5,KING NW 5,1,King Substation,0.446,hybrid_fuzzy
LOAD_KATI_1,KATI 1,1,Kiowa 1 Sub,0.446,hybrid_fuzzy
MB_ONE,MB ONE,1,Tnp One Substation,0.446,hybrid_fuzzy
MIL_E_1,MIL 1,1,Kermit #1 Substation,0.446,hybrid_fuzzy
MIL_E_2,MIL 2,1,Kermit #2 Substation,0.446,hybrid_fuzzy
NCO_2,NCO 2,1,Mccook 2 Substation,0.446,hybrid_fuzzy
OXY_CC_K,OXY CC,1,Oxy Tap Substation,0.446,hybrid_fuzzy
OXY_CC_L_A,OXY CC,1,Oxy Tap Substation,0.446,hybrid_fuzzy
OXY_CC_L_B,OXY CC,1,Oxy Tap Substation,0.446,hybrid_fuzzy
OXY_CC_V_A,OXY CC,1,Oxy Tap Substation,0.446,hybrid_fuzzy
OXY_CC_V_B,OXY CC,1,Oxy Tap Substation,0.446,hybrid_fuzzy
OXY_CC_Z,OXY CC,1,Oxy Tap Substation,0.446,hybrid_fuzzy
OXY_L1,OXY L1,1,Oxy Tap Substation,0.446,hybrid_fuzzy
PL_ARCO_8,PL ARCO 8,1,Arco Substation,0.446,hybrid_fuzzy
PL_WEST_8,PL WEST 8,1,West Substation,0.446,hybrid_fuzzy
RAT_RN_1,RAT 1,1,Kermit #1 Substation,0.446,hybrid_fuzzy
R_KING_NE_1,KING NE 1,1,King Substation,0.446,hybrid_fuzzy
R_KING_NW_1,KING NW 1,1,King Substation,0.446,hybrid_fuzzy
R_KING_SE_1,KING SE 1,1,King Substation,0.446,hybrid_fuzzy
R_KING_SW_1,KING SW 1,1,King Substation,0.446,hybrid_fuzzy
SAN_13,SAN 13,1,San Jon Substation,0.446,hybrid_fuzzy
SA_KQ,SAN KQ,1,San Jon Substation,0.446,hybrid_fuzzy
SA_KW,SAN KW,1,San Jon Substation,0.446,hybrid_fuzzy
STP_E_2,STP 2,1,Strata #2 Substation,0.446,hybrid_fuzzy
VICTORIA_AG1,VICTORIA AG1,1,North Victoria Substation,0.446,hybrid_fuzzy
VICTORIA_AG2,VICTORIA AG2,1,North Victoria Substation,0.446,hybrid_fuzzy
COLETO_B301,COLETO B301,1,Coleto Creek Substation,0.443,hybrid_fuzzy
COLETO_B302,COLETO B302,1,Coleto Creek Substation,0.443,hybrid_fuzzy
COLETO_L130,COLETO L130,1,Coleto Creek Substation,0.443,hybrid_fuzzy
COLETO_L930,COLETO L930,1,Coleto Creek Substation,0.443,hybrid_fuzzy
COLETO_S050,COLETO S050,1,Coleto Creek Substation,0.443,hybrid_fuzzy
LYTTON_S_KJ,LYTTON KJ,1,Lytton Springs Substation,0.443,hybrid_fuzzy
MT_0LNB131,MOUNT 0LNB131,1,Mount Zion Substation,0.443,hybrid_fuzzy
SCURRY_9Z,SCURRY 9Z,1,Scurry Chevron Substation,0.443,hybrid_fuzzy
CASL_GAP_UN1,CASL GAP UN1,1,Castle Gap Substation,0.441,hybrid_fuzzy
HEARN_RD1_LN,HEARN RD1 LN,1,Hearn Road Substation,0.441,hybrid_fuzzy
BRAUNIG_BUS2,BRAUNIG BUS2,1,Braunig Switchyard,0.44,hybrid_fuzzy
BRAUNIG_VHB1,BRAUNIG VHB1,1,Braunig Switchyard,0.44,hybrid_fuzzy
BRAUNIG_VHB2,BRAUNIG VHB2,1,Braunig Switchyard,0.44,hybrid_fuzzy
BRAUNIG_VHB3,BRAUNIG VHB3,1,Braunig Switchyard,0.44,hybrid_fuzzy
CBY_3,CBY 3,1,Imc #3 Substation,0.44,hybrid_fuzzy
EAGLE___138T,EAGLE 138T,1,Eagle Lake Substation,0.44,hybrid_fuzzy
EAGLE___138U,EAGLE 138U,1,Eagle Lake Substation,0.44,hybrid_fuzzy
EAGLE___138Z,EAGLE 138Z,1,Eagle Lake Substation,0.44,hybrid_fuzzy
