NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset,lmp_avg,lmp_hub_spread,lmp_std,shadow_price_nearby,constraint_hours,CAPACITY_SCORE,TIER,ercot_bus_matched,match_confidence,data_source,score_basis,ercot_zone,score_timestamp,queue_hits,project_hits,upgrade_pressure,hosting_band,hosting_confidence,primary_limiter
Curry County Substation,,,TX,34.3921846,-103.1705353,1,115.0,12.47,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Custer Mountain Substation,,,TX,32.2109314,-103.3313035,1,115.0,115.0,,switching,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Cv Lusk Substation,,,TX,32.6524685,-103.8570826,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Cv Skelly Substation,,,TX,32.8059916,-103.8848922,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Cv-Maljamar3 Substation,,,TX,32.8219755,-103.8402909,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Dcp Zia Substation,,,TX,32.6414394,-103.8074187,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Deaf Smith #20 Substation,,,TX,34.4532774,-102.9728896,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Hobbs North Substation,,,TX,32.7259787,-103.1487343,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Hobbs South Substation,,,TX,32.6823952,-103.1430758,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Lariat Substation,,,TX,34.2880977,-102.8977838,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Lee Substation,,,TX,32.8063899,-103.4596872,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Livingston Ridge Substation,,,TX,32.4135459,-103.7905025,1,115.0,69.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Maddox Substation,,,TX,32.7135457,-103.3020049,1,115.0,115.0,,transmission,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Malaga Bend Sub,,,TX,32.241869,-103.9726926,1,115.0,115.0,,transmission,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Maljamar Substation,,,TX,32.81173,-103.7730407,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Millen Substation,,,TX,32.7553812,-103.1618474,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Pca Substation,,,TX,32.5734001,-103.9762078,1,115.0,69.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Perimeter Substation,,,TX,34.3660793,-103.3176239,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Plains Interconnection,,,TX,33.1679672,-102.8021976,1,115.0,69.0,,transmission,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Ponderosa Substation,,,TX,32.0658671,-103.3595129,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Quahada Substation,,,TX,32.6162613,-103.7845602,1,115.0,115.0,,switching,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Sage Brush Substation,,,TX,32.3815091,-103.4990385,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
San Andres Substation,,,TX,32.811188,-103.4889963,1,115.0,69.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Sand Dunes Substation,,,TX,32.2915628,-103.7918361,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Sanger East Substation,,,TX,32.7117812,-103.0930992,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Texaco Co2 Substation,,,TX,32.78583,-103.5092474,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Whitten Substation,,,TX,32.2107349,-103.2628696,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Wipp Substation,,,TX,32.3726442,-103.790703,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Wood Draw Substation,,,TX,32.097329,-103.9284435,1,115.0,115.0,,distribution,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Xto Di9 Substation,,,TX,32.4370118,-103.8656988,1,115.0,115.0,,,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Zia Substation,,,TX,32.652108,-103.7969164,1,115.0,115.0,,industrial,IN SERVICE,OSM,12.38,7.31,4.96,0.0,0.0,58.95,MARGINAL,,,zone_estimate,zone_estimate,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,station_limit
Ganado Substation,,,TX,29.0131711,-96.5027179,1,138.0,69.0,American Electric Power; South Texas Electric Cooperative; Enel Green Power,distribution,IN SERVICE,OSM,29.853333333333335,10.170833333333334,32.691285281146925,0.0,0.0,58.26,MARGINAL,GANADO_L_A,1.0,local_zip,bus_match,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,HIGH,voltage
Batiste Creek Substation,,,TX,30.2328245,-94.6816443,1,230.0,230.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,56.48,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Laredo Vft South Yard,,,TX,27.5701178,-99.5094777,1,230.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,56.48,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Vfw Park Substation,,,TX,29.9617857,-93.8972247,1,230.0,230.0,,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,56.48,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Railhead Substation,,,TX,35.4022323,-101.1538371,1,345.0,345.0,LS Power,transmission,IN SERVICE,OSM,-0.4166666666666667,20.09916666666667,10.306149263603656,0.0,0.0,56.23,MARGINAL,"EB_RAILHD_N, EB_RAILHD_S, RH_0003, RH_0006, RH_0009, RH_0012, RH_0017, RH_0018, RH_0024, RH_LN",1.0,local_zip,bus_match,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,HIGH,voltage
Tesla Substation,,,TX,34.3733936,-100.0868415,1,345.0,345.0,American Electric Power,transmission,IN SERVICE,OSM,-0.44333333333333336,20.125833333333333,10.46926369679077,0.0,0.0,56.16,MARGINAL,"EDITHCLA1_LN, EDITHCLA2_LN, TESLA_BUS_1A, TESLA_BUS_1B, TESLA_BUS_2A, TESLA_BUS_2B",1.0,local_zip,bus_match,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,HIGH,voltage
Frye Substation,,,TX,34.4056743,-101.5766119,1,345.0,345.0,,switching,IN SERVICE,OSM,-0.4066666666666669,20.089166666666667,10.475690680718634,0.0,0.0,56.16,MARGINAL,"FRYE_LD1, FRYE_LD2, FRYE_SLR_EB1, FRYE_UN1, FRYE_UN2",1.0,local_zip,bus_match,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,HIGH,voltage
Gauss Substation,,,TX,33.4789378,-99.6615509,1,345.0,345.0,American Electric Power,compensation,IN SERVICE,OSM,1.8511111111111112,17.83138888888889,21.540846921862453,0.0,0.0,55.53,MARGINAL,"B143, CLCR1_KV, EDTH2_KV",1.0,local_zip,bus_match,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,HIGH,voltage
Route 66 Wind Substation,,,TX,35.205911,-101.4349646,1,345.0,345.0,,transmission,IN SERVICE,OSM,-0.4066666666666669,20.089166666666667,12.395004370040914,0.0,0.0,55.39,MARGINAL,LEB,1.0,local_zip,bus_match,LZ_WEST,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,HIGH,voltage
36Th Street Substation,,,TX,29.3980748,-98.5689914,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Air Liquide Substation,,,TX,27.8148983,-97.4779812,1,138.0,69.0,American Electric Power; Air Liquide,industrial,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Alum Creek Substation,,,TX,30.065852,-97.2331286,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Amd Substation,,,TX,29.4494757,-98.6400584,1,138.0,138.0,CPS Energy; Austin Energy,industrial,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Angus Valley Substation,,,TX,30.4004696,-97.7776692,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Aransas Pass Substation,,,TX,27.9268503,-97.1817571,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Armstrong Substation,,,TX,26.9272072,-97.7896753,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Ashton Woods,,,TX,30.4432169,-97.705001,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Austin Dam Substation,,,TX,30.2932723,-97.7843888,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Austin Road Substation,,,TX,29.503893,-98.4080401,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Avery Ranch Substation,,,TX,30.491385,-97.7878844,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Balcones Substation,,,TX,30.4610514,-97.8302013,1,138.0,138.0,Pedernales Electric Cooperative; Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bandera Road Substation,,,TX,29.4987428,-98.6098512,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Barney Davis Substation,,,TX,27.6077243,-97.313072,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bastrop Substation,,,TX,30.1302704,-97.3210771,1,138.0,138.0,Bastrop Substation,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bastrop West Substation,,,TX,30.1017275,-97.3351778,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Beck Road Substation,,,TX,29.381971,-98.3184823,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bee Creek Substation,,,TX,30.2938593,-97.7895171,1,138.0,138.0,Austin Energy; Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bellville South Substation,,,TX,29.9242682,-96.2559254,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bellville Substation,,,TX,29.9592914,-96.2634366,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bergstrom Substation,,,TX,30.2190626,-97.6725994,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bevo Substation,,,TX,28.4965119,-99.8401056,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Big Wells Substation,,,TX,28.5653262,-99.535837,1,138.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Biport Substation,,,TX,28.986081,-95.3385261,1,138.0,138.0,Air Liquide,industrial,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Black Bayou Substation,,,TX,28.6424013,-96.9196591,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Blossom Substation,,,TX,29.5464422,-98.4594137,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bluebonnet Substation,,,TX,30.1219676,-97.4343224,1,138.0,24.9,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Boerne Cico Substation,,,TX,29.7711649,-98.7760782,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Brenham North Substation,,,TX,30.1818243,-96.3817575,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Brenham Substation,,,TX,30.1505894,-96.3945665,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bullick Hollow Substation,,,TX,30.4031954,-97.8569325,1,138.0,12.5,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Bulverde Substation,,,TX,29.7319046,-98.4412182,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Burns Substation,,,TX,26.2190962,-97.7343315,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Burt Street 138Kv Substation,,,TX,30.0665861,-94.0778222,1,138.0,138.0,ExxonMobil,industrial,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Buttercup Substation,,,TX,30.4868993,-97.8238964,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Cameron Wind Substation,,,TX,26.1956414,-97.4672044,1,138.0,34.5,IKEA,generation,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Cardinal Lane Substation,,,TX,30.2337676,-97.7688088,1,138.0,12.5,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Carson Creek Substation,,,TX,30.2031872,-97.6871108,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Castle Hills Substation,,,TX,29.5385134,-98.5258173,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Castroville Substation,,,TX,29.3587705,-98.8159074,1,138.0,69.0,CPS Energy; South Texas Electric Cooperative,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Caterpillar Substation,,,TX,29.5792794,-97.9971938,1,138.0,138.0,Guadalupe Valley Electric Cooperative,industrial,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Cedar Hill Substation,,,TX,30.3139798,-97.3794245,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Cedar Valley Substation,,,TX,30.2270027,-97.952461,1,138.0,138.0,Pedernales Electric Cooperative; Brazos Electric,distribution,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Cedro Hill Substation,,,TX,27.5638072,-98.9200978,1,138.0,34.5,Cedro Hill Wind,transmission,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Celanese Bishop Substation,,,TX,27.5605725,-97.8303562,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM,27.31,7.62,19.89,0.0,0.0,54.27,MARGINAL,,,zone_estimate,zone_estimate,LZ_SOUTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
