NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset,lmp_avg,lmp_hub_spread,lmp_std,shadow_price_nearby,constraint_hours,CAPACITY_SCORE,TIER,ercot_bus_matched,match_confidence,data_source,score_basis,ercot_zone,score_timestamp,queue_hits,project_hits,upgrade_pressure,hosting_band,hosting_confidence,primary_limiter
Grapeland Substation,,,TX,31.5085079,-95.4584493,1,138.0,138.0,Houston County Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Graphine Mine Substation,,,TX,30.8065774,-98.3532818,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Greens Prairie Substation,,,TX,30.5542392,-96.2577568,1,138.0,138.0,City of College Station; Bryan Texas Utilities,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Harrison Road Substation,,,TX,32.4936273,-94.8090898,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Hasse Substation,,,TX,31.924459,-98.5040409,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Hearne Substation,,,TX,30.8841266,-96.6259188,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Hickory Substation,,,TX,33.2151664,-97.1618433,1,138.0,138.0,DME,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Highlands Substation,,,TX,33.0721699,-97.0352463,1,138.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Hilltop Lakes Substation,,,TX,31.0800416,-96.2221791,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Hobart Junction,,,TX,35.0319262,-99.0594561,1,138.0,69.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Holder Substation,,,TX,31.9135118,-98.9784928,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Hollis Substation,,,TX,34.6800192,-99.9119061,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Horseshoe Bay Substation,,,TX,30.5328,-98.3925162,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Indian Substation,,,TX,30.7189107,-94.7135157,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Israel Road Substation,,,TX,30.7300365,-94.9064333,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Jones Street Substation,,,TX,33.0641789,-97.0040362,1,138.0,13.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Keith Switching Station,,,TX,30.6510846,-96.0913738,1,138.0,138.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Kempner Substation,,,TX,31.0913408,-98.0539759,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Kings Row Substation,,,TX,33.2499992,-97.0985878,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Kirbyville Substation,,,TX,30.6730971,-93.8905017,1,138.0,138.0,JNEC,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Koppe Bridge Substation,,,TX,30.5329126,-96.311192,1,138.0,138.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Lake Lamond Substation,,,TX,32.5066146,-94.7699476,1,138.0,69.0,Southwestern Electric Power Company,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Lake Pauline Substation,,,TX,34.2523255,-99.684751,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Lake Whitney Substation,,,TX,31.8596211,-97.3672401,1,138.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Lampasas Substation,,,TX,31.0845143,-98.1837127,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Leander Substation,,,TX,30.5857052,-97.841613,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Lingleville Substation,,,TX,32.2608135,-98.4683601,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Livingston Substation,,,TX,30.714288,-94.9175312,1,138.0,138.0,City of Livingston,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Logan'S Gap Wind Substation,,,TX,31.8030627,-98.6943437,1,138.0,34.5,Pattern Energy,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Longview Heights Substation,,,TX,32.5064616,-94.6874154,1,138.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Maple Street Substation,,,TX,32.4041606,-99.7257068,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Marble Falls Substation,,,TX,30.5551766,-98.2577588,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Mckinney Street Substation,,,TX,33.2136275,-97.1027909,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Menard Substation,,,TX,30.5830965,-94.7477474,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Mill Creek Substation,,,TX,30.9942761,-94.1060456,1,138.0,138.0,JNEC; Bluebonnet Electric Cooperative,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Mount Zion Substation,,,TX,30.7208961,-95.6694476,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Mustang Prairie Substation,,,TX,31.2378235,-95.5824832,1,138.0,138.0,Houston County Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Nameless Substation,,,TX,30.5281307,-97.9283779,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Neas Substation,,,TX,32.5322354,-99.6882359,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Newman Switching Station,,,TX,32.9137053,-96.624517,1,138.0,138.0,Garland Power & Light,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
North Mineola Substation,,,TX,32.6890893,-95.4737273,1,138.0,69.0,Southwestern Electric Power Company,,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
North Zulch Substation,,,TX,30.9197558,-96.0738159,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Ogletree Substation,,,TX,30.7040248,-94.9525792,1,138.0,138.0,City of Livingston,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Olethea Substation,,,TX,31.4008639,-96.4264749,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Onalaska Substation,,,TX,30.850288,-95.1091566,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_1079578556,,,TX,34.6078366,-98.4741983,1,138.0,69.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_1105674554,,,TX,33.201837,-97.1013742,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_1112727347,,,TX,34.2379285,-95.727534,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_1202259738,,,TX,33.6016532,-94.3612686,1,138.0,138.0,Southwestern Electric Power Company,switching,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_14702837,,,TX,34.0152144,-95.5149333,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_171479461,,,TX,33.0637108,-97.0094652,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_171722566,,,TX,33.0602543,-96.8596806,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_341316593,,,TX,33.003033,-96.9971622,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_342803794,,,TX,30.8825291,-94.1049385,1,138.0,138.0,JNEC,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_342803801,,,TX,31.0065076,-94.1873063,1,138.0,138.0,JNEC,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_504635029,,,TX,30.6884219,-98.3925675,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_510537847,,,TX,31.0443338,-96.6864972,1,138.0,138.0,Brazos Electric,industrial,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_714446833,,,TX,33.0026201,-96.9973975,1,138.0,138.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Osm_Way_968840619,,,TX,34.477891,-97.1044246,1,138.0,138.0,Oklahoma Gas & Electric,,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Paint Creek Substation,,,TX,33.080031,-99.580709,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Panther Creek Substation,,,TX,33.2031866,-96.8770045,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Pecan Bayou Substation,,,TX,32.3664564,-99.5265684,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Peden Road Substation,,,TX,32.941015,-97.4544791,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Perry Substation,,,TX,31.4402385,-96.8762217,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Phillips Coal Substation,,,TX,31.096501,-96.6727631,1,138.0,138.0,Brazos Electric,industrial,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Pitsburg Substation,,,TX,30.7663367,-98.67741,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Pleasant Valley Substation,,,TX,35.2744131,-97.5112465,1,138.0,138.0,Oklahoma Gas & Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Pockrus Substation,,,TX,33.1721119,-97.0845327,1,138.0,138.0,DME,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Point Blank Substation,,,TX,30.7527057,-95.2252999,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Post Oak Substation,,,TX,30.6223072,-96.3063864,1,138.0,34.5,City of College Station; EDP,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Potter Substation,,,TX,32.38704,-99.836815,1,138.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Purcell,,,TX,35.0170946,-97.3771323,1,138.0,138.0,OMPA,yes,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Putnam Switching Station,,,TX,32.3836909,-99.1940317,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Rainy Creek Substation,,,TX,32.5023025,-99.7008545,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Rector Road Substation,,,TX,33.3223264,-97.1917796,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Rock Hill Substation,,,TX,33.203111,-96.793277,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Rogers Hill Substation,,,TX,31.7461102,-97.1773046,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Roman Juarez Substation,,,TX,33.1583491,-96.8414203,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
San Saba Substation,,,TX,31.1919987,-98.690321,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
San Saba Switching Substation,,,TX,31.2359234,-98.6717534,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Sandy Creek Substation,,,TX,30.5691536,-98.4775241,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Sanger North Substation,,,TX,33.3695392,-97.1864085,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Santa Anna Substation,,,TX,31.7396669,-99.3048357,1,138.0,69.0,Lower Colorado River Authority; American Electric Power,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Scottsville Substation,,,TX,32.5432991,-94.2543149,1,138.0,138.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
Seaton Substation,,,TX,31.0809833,-97.2824532,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM,19.99,0.31,6.47,0.0,0.0,68.81,MARGINAL,,,zone_estimate,zone_estimate,LZ_NORTH,2026-04-16T21:18:27.083633+00:00,1,0,low,50-150,MEDIUM,unknown
